WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
02/13-25-034-10W4/0,TAC 16-24 HZ 102 PROVOST 13-25-34-10,0498884,A8AF,Hertz & Paluck Energy Services Inc.,1,15 Dec 2020 08:00:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-12-15,25034104,51,12,2020,25034104,51.94742208,-111.2809024
02/02-05-037-07W5/0,YANGARRA HZ 102 FERRIER 2-5-37-7,0498344,A801,Stampede Drilling A Division Of Matrix Energy Technologi,5,14 Dec 2020 07:00:00 PM,Red Deer,0LN7,Yangarra Resources Corp.,,Drill To LD,2020-12-15,5037075,51,12,2020,5037075,52.15176497,-114.95384640000002
02/13-04-045-07W4/0,SURGE ENERGY HZ 102 WAINWR 13-4-45-7,0498660,A8AF,Hertz & Paluck Energy Services Inc.,1,04 Dec 2020 01:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2020-12-15,4045074,51,12,2020,4045074,52.85073968,-110.94737240000002
00/13-28-046-10W5/0,CVE 100 HZ PEMBINA 13-28-46-10,0498416,0Z41,Ensign Drilling Inc.,449,15 Dec 2020 02:15:00 AM,Drayton Valley,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-12-15,28046105,51,12,2020,28046105,52.99626056,-115.37982439999999
00/09-24-059-02W6/0,JUPITER HZ RESTHA 9-24-59-2,0498630,A6PR,Nabors Drilling Canada Limited,60,15 Dec 2020 09:30:00 AM,Drayton Valley,A6X1,Jupiter Resources Inc.,,Drill To LD,2020-12-15,24059026,51,12,2020,24059026,54.11587314,-118.1502812
00/05-28-062-19W5/0,CHEVRON HZ FOXCK 5-28-62-19,0496507,0Z41,Ensign Drilling Inc.,770,15 Dec 2020 02:00:00 AM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2020-12-15,28062195,51,12,2020,28062195,54.39233035,-116.7765494
02/13-20-063-23W4/0,RHE 102 PERRY 13-20-63-23,0498936,A57H,Predator Drilling Inc.,27,15 Dec 2020 09:00:00 AM,St. Albert,A6W2,Rolling Hills Energy Ltd.,,Set Surface,2020-12-15,20063234,51,12,2020,20063234,54.46352046,-113.4336096
00/01-06-066-04W6/0,PARA HZ KARR 1-6-66-4,0498366,A5DR,Fox Drilling Inc.,7,15 Dec 2020 02:50:00 AM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Drill To LD,2020-12-15,6066046,51,12,2020,6066046,54.68346476,-118.57942079999998
00/01-34-072-09W6/0,CNRL HZ WEMBLEY 1-34-72-9,0493401,0Z41,Ensign Drilling Inc.,44,14 Dec 2020 06:30:00 PM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-12-15,34072096,51,12,2020,34072096,55.27959942,-119.28226059999999
02/16-32-076-06W5/0,SPL 14-31 HZ 102 NIPISI 16-32-76-6,0498785,0Y52,Precision Drilling Corporation,294,15 Dec 2020 04:00:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2020-12-15,32076065,51,12,2020,32076065,55.62845634,-114.88110619999999
