WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long
03/13-30-034-07W4/0,TAC 7-25 HZ 103 PROVOST 13-30-34-7,0496968,0GE9,Tempco Drilling Company Inc.,5,23 Feb 2020 05:30:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2020-02-24,30034074,9,2,2020,30034074,51.94734698,-110.9737196
00/04-19-063-18W5/0,SCL HZ FC781B KAYBOB 4-19-63-18,0495234,0Y52,Precision Drilling Corporation,574,23 Feb 2020 09:00:00 PM,St. Albert,0T03,Shell Canada Limited,,Drill To LD,2020-02-24,19063185,9,2,2020,19063185,54.46520797,-116.6982114
02/14-09-066-05W6/0,NUVISTA 102 HZ B KARR 14-9-66-5,0497717,A6PR,Nabors Drilling Canada Limited,127,24 Feb 2020 03:00:00 AM,Grande Prairie,A0A7,NuVista Energy Ltd.,,Set Surface,2020-02-24,9066056,9,2,2020,9066056,54.69795807,-118.6801257
02/09-20-069-05W6/0,INCEPTION EXP 102 HZ ELM 9-20-69-5,0497025,A2EN,Ironhand Drilling Inc.,3,24 Feb 2020 04:08:00 PM,Grande Prairie,A600,Inception Exploration Ltd.,,Set Surface,2020-02-24,20069056,9,2,2020,20069056,54.98872981,-118.71242450000001
02/05-36-071-08W6/0,PIPE 102 HZ WEMBLEY 5-36-71-8,0495991,A57H,Predator Drilling Inc.,524,24 Feb 2020 06:00:00 AM,Grande Prairie,A82B,Pipestone Energy Corp.,,Resumption,2020-02-24,36071086,9,2,2020,36071086,55.19238705,-119.0771091
02/05-36-071-08W6/0,PIPE 102 HZ WEMBLEY 5-36-71-8,0495991,0Y52,Precision Drilling Corporation,524,24 Feb 2020 01:33:00 PM,Grande Prairie,A82B,Pipestone Energy Corp.,,Resumption,2020-02-24,36071086,9,2,2020,36071086,55.19238705,-119.0771091
AA/13-01-073-07W4/0,CNRL 1AA KIRBY 13-1-73-7,0496811,0Z41,Ensign Drilling Inc.,218,24 Feb 2020 03:00:00 PM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-02-24,1073074,9,2,2020,1073074,55.29374603,-110.92979
04/16-32-074-08W4/2,CNRL KN01-06I KIRBY 16-32-74-8,0484072,0X84,Nabors Drilling Limited,104,24 Feb 2020 05:00:00 PM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Resumption,2020-02-24,32074084,9,2,2020,32074084,55.45366611,-111.1862088
AC/15-13-076-06W4/0,CVE A15-13 A15 HARDY 15-13-76-6,0495724,0Y52,Precision Drilling Corporation,135,24 Feb 2020 01:00:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-02-24,13076064,9,2,2020,13076064,55.58452581,-110.78213819999999
AB/09-25-076-06W4/0,CVE A9 HARDY 9-25-76-6,0495723,0Y52,Precision Drilling Corporation,137,24 Feb 2020 11:30:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-02-24,25076064,9,2,2020,25076064,55.61361609,-110.7821387
00/16-08-076-05W5/8,SPL 16-6 HZ MARTEN 16-8-76-5,0495881,A6NZ,Lasso Drilling Corporation,5,26 Jan 2020 05:00:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,2700,Resumption,2020-02-24,8076055,9,2,2020,8076055,55.57024102,-114.72593970000001
04/06-12-077-05W4/0,MEG DE1I HARDY 6-12-77-5,0490962,0Y55,Akita Drilling Ltd.,25,24 Feb 2020 01:30:00 AM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2020-02-24,12077054,9,2,2020,12077054,55.65714511,-110.6268493
AB/12-14-077-06W4/0,CVE D5-14 A12 HARDY 12-14-77-6,0495630,0FZ8,Precision Drilling Technology Services Group Inc.,254,24 Feb 2020 01:30:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-02-24,14077064,9,2,2020,14077064,55.6718118,-110.80802
AC/12-07-084-10W4/0,JACOS OV2 HANGSTN 12-7-84-10,0496580,A2CL,Komat Drilling Ltd.,3,24 Feb 2020 12:30:00 PM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Set Surface,2020-02-24,7084104,9,2,2020,7084104,56.26811207,-111.5598909
AA/03-01-084-11W4/0,JACOS HANGSTN 3-1-84-11,0496162,A6F5,Foraco Canada Ltd.,104,24 Feb 2020 01:45:00 AM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Resumption,2020-02-24,1084114,9,2,2020,1084114,56.25364758,-111.5862225
AC/05-24-084-11W4/0,JACOS OV3 HANGSTN 5-24-84-11,0496326,A2CL,Komat Drilling Ltd.,3,23 Feb 2020 04:30:00 PM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Set Surface,2020-02-24,24084114,9,2,2020,24084114,56.29717829,-111.5862248
AB/11-24-084-11W4/0,JACOS OV2 HANGSTN 11-24-84-11,0496328,A2CL,Komat Drilling Ltd.,3,24 Feb 2020 03:30:00 AM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Set Surface,2020-02-24,24084114,9,2,2020,24084114,56.29717829,-111.5862248
00/08-11-092-08W4/0,SUNCOR DW LEWIS 8-11-92-8,0497249,A57H,Predator Drilling Inc.,2,24 Feb 2020 12:30:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-02-24,11092084,9,2,2020,11092084,56.96625563,-111.15950670000001
AA/08-29-092-08W4/0,SUNCOR LEWIS 8-29-92-8,0497305,0Z41,Ensign Drilling Inc.,406,24 Feb 2020 05:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-02-24,29092084,9,2,2020,29092084,57.00997445,-111.23995729999999
AB/11-29-094-05W4/0,SUNCOR OB245 FIREBAG 11-29-94-5,0496575,0Y52,Precision Drilling Corporation,117,24 Feb 2020 06:30:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-02-24,29094054,9,2,2020,29094054,57.18446402,-110.75708929999999
02/12-27-094-06W4/0,SUNCOR P122S12 FIREBAG 12-27-94-6,0496343,A6PR,Nabors Drilling Canada Limited,102,24 Feb 2020 02:30:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-02-24,27094064,9,2,2020,27094064,57.18444441,-110.8643913
